,taskrsrc_id,task_id,proj_id,cost_qty_link_flag,role_id,acct_id,rsrc_id,skill_level,pend_complete_pct,remain_qty,pend_remain_qty,target_qty,remain_qty_per_hr,pend_act_reg_qty,target_lag_drtn_hr_cnt,target_qty_per_hr,act_ot_qty,pend_act_ot_qty,act_reg_qty,relag_drtn_hr_cnt,ot_factor,cost_per_qty,target_cost,act_reg_cost,act_ot_cost,remain_cost,act_start_date,act_end_date,restart_date,reend_date,target_start_date,target_end_date,rem_late_start_date,rem_late_end_date,rollup_dates_flag,guid,rate_type,act_this_per_cost,act_this_per_qty,curv_id,rsrc_type,cost_per_qty_source_type,old_restart_date,old_reend_date,old_remain_drtn_hr_cnt,has_rsrchours,taskrsrc_sum_id
59,3010327,12456489,14517,Y,373,,1348,,,32776.88,,40011.7,77.3039622641509,,0,34.73237847,0,,7234.82,0,,,0.00,0.00,0.00,0.00,2006-12-09 08:00,,2007-01-27 08:00,2007-03-28 17:00,2006-12-09 08:00,2007-05-31 17:00,2007-11-12 08:01,2008-01-19 08:01,Y,vQ4ylj7mRra566S5Wcdw8Q,COST_PER_QTY,0.00,0,23,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-03-28 17:00,424,,
60,3010328,12456509,14517,Y,373,,1340,,,14878.1,,15953.91,9.94525401069519,,0,8.55896459,0,,1075.81,0,,,0.00,0.00,0.00,0.00,2006-11-23 00:00,,2007-02-12 08:00,2007-09-22 17:00,2006-12-13 08:00,2007-09-22 17:00,2007-08-09 08:01,2008-04-12 08:01,Y,oC2LpgKgR3CpVX/NGbJBwA,COST_PER_QTY,0.00,0,29,RT_Labor,ST_Rsrc,2007-02-12 08:00,2007-09-22 17:00,1496,,
61,3010329,12456522,14517,Y,373,,1340,,,7421.95,,7421.95,11.044568452381,,0,11.04456845,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-07-05 08:00,2007-11-01 17:00,2007-07-05 08:00,2007-11-01 17:00,2008-01-05 08:01,2008-04-12 08:01,Y,f2RxyH3FQRaHkhyhrJBvag,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-07-05 08:00,2007-11-01 17:00,672,,
62,3010330,12456542,14517,Y,373,,1355,,,24928.18,,59901.79,43.8876408450704,,0,22.21876484,0,,34973.61,0,,,0.00,0.00,0.00,0.00,2006-05-07 00:00,,2007-01-27 08:00,2007-04-18 17:00,2006-02-22 08:00,2007-04-18 17:00,2007-11-12 08:01,2008-02-09 08:01,Y,91CIWx3SSbWBAXyB8t5NOA,COST_PER_QTY,0.00,0,24,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-04-18 17:00,568,,
63,3010331,12456546,14517,Y,373,,1343,,,35377.08,,35377.08,54.5942592592593,,0,54.59425926,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-16 08:00,2007-09-22 17:00,2007-06-16 08:00,2007-09-22 17:00,2008-01-08 08:01,2008-04-12 08:01,Y,3WsZKsLpRO+W7WGlQ006Ow,COST_PER_QTY,0.00,0,27,RT_Labor,ST_Rsrc,2007-06-16 08:00,2007-09-22 17:00,648,,
64,3010332,12456576,14517,Y,373,,1341,,,5981.03,,5981.03,3.99801470588235,,0,3.99801471,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-16 08:00,2008-02-16 17:00,2007-06-16 08:00,2008-02-16 17:00,2007-08-02 08:01,2008-04-05 08:01,Y,jXiNH18yQUe4xQvLyCi1PQ,COST_PER_QTY,0.00,0,28,RT_Labor,ST_Rsrc,2007-06-16 08:00,2008-02-16 17:00,1496,,
65,3010333,12456599,14517,Y,373,,1355,,,362.47,,362.47,0.686496212121212,,0,0.68649621,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-03-03 08:00,2007-05-17 17:00,2007-03-03 08:00,2007-05-17 17:00,2007-11-25 08:01,2008-02-16 08:01,Y,VOMdW0XTT6akoLyydlFsIw,COST_PER_QTY,0.00,0,24,RT_Labor,ST_Rsrc,2007-03-03 08:00,2007-05-17 17:00,528,,
66,3010334,12456603,14517,Y,373,,1348,,,705,,705,0.786830357142857,,0,0.78683036,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-05-01 08:01,2007-09-09 08:01,2007-05-01 08:01,2007-09-09 08:01,2007-10-30 08:01,2008-03-15 08:01,Y,QZy7tXNsSmGux76hTxXV6w,COST_PER_QTY,0.00,0,22,RT_Labor,ST_Rsrc,2007-05-01 08:01,2007-09-09 08:01,896,,
67,3010335,12456606,14517,Y,373,,1348,,,117060.77,,117060.77,83.1397514204545,,0,83.13975142,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-02-28 08:01,2007-10-01 08:01,2007-02-28 08:01,2007-10-01 08:01,2007-07-04 08:01,2008-02-23 08:01,Y,5NhiBWLBS12I5fJWrW4LTw,COST_PER_QTY,0.00,0,23,RT_Labor,ST_Rsrc,2007-02-28 08:01,2007-10-01 08:01,1408,,
68,3010336,12456607,14517,Y,373,,1343,,,0,,0,0,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-02-28 08:01,2007-10-01 08:01,2007-02-28 08:01,2007-10-01 08:01,2007-07-04 08:01,2008-02-23 08:01,Y,bQulgKAsSgSwq6MnqbsUcA,COST_PER_QTY,0.00,0,27,RT_Labor,ST_Rsrc,2007-02-28 08:01,2007-10-01 08:01,1408,,
69,3010337,12456608,14517,Y,373,,1341,,,0,,0,0,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-02-28 08:01,2007-10-01 08:01,2007-02-28 08:01,2007-10-01 08:01,2007-07-04 08:01,2008-02-23 08:01,Y,TlYHGUWoRGe57ceFixcOnA,COST_PER_QTY,0.00,0,28,RT_Labor,ST_Rsrc,2007-02-28 08:01,2007-10-01 08:01,1408,,
70,3010338,12456609,14517,Y,373,,1347,,,0,,0,0,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-02-28 08:01,2007-10-01 08:01,2007-02-28 08:01,2007-10-01 08:01,2007-07-04 08:01,2008-02-23 08:01,Y,IiAZDQAPRJGSJQ9jWbt/6w,COST_PER_QTY,0.00,0,30,RT_Labor,ST_Rsrc,2007-02-28 08:01,2007-10-01 08:01,1408,,
71,3010339,12456610,14517,Y,373,,1353,,,7.73,,7.73,0.00549005681818182,,0,0.00549006,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-02-28 08:01,2007-10-01 08:01,2007-02-28 08:01,2007-10-01 08:01,2007-07-04 08:01,2008-02-23 08:01,Y,+2ZD4j6TQLWtqhbM3inA5w,COST_PER_QTY,0.00,0,25,RT_Labor,ST_Rsrc,2007-02-28 08:01,2007-10-01 08:01,1408,,
72,3010340,12456611,14517,Y,373,,1340,,,52305.31,,54320.54,51.079404296875,,0,53.04735054,0,,2015.23,0,,,0.00,0.00,0.00,0.00,2007-01-15 00:00,,2007-01-27 08:00,2007-06-24 17:00,2007-01-13 08:00,2007-06-10 17:00,2007-07-18 08:01,2008-01-12 08:01,Y,TXAS84muTyCGYufzUm5oSA,COST_PER_QTY,0.00,0,29,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-06-24 17:00,1024,,
73,3010341,12456613,14517,Y,373,,1340,,,0,,0,0,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-11 08:01,2007-10-28 08:01,2007-06-11 08:01,2007-10-28 08:01,2007-11-06 08:01,2008-03-08 08:01,Y,laakXLtrR6yi1G38pUtNCQ,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-06-11 08:01,2007-10-28 08:01,800,,
74,3010342,12456615,14517,Y,373,,1355,,,16094.12,,16094.12,20.11765,,0,20.11765,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-05-23 08:01,2007-09-22 08:01,2007-05-23 08:01,2007-09-22 08:01,2007-11-13 08:01,2008-03-15 08:01,Y,jTH6RxWVQ5S3z0R1Ly6Kww,COST_PER_QTY,0.00,0,24,RT_Labor,ST_Rsrc,2007-05-23 08:01,2007-09-22 08:01,800,,
75,3010343,12456617,14517,Y,373,,1355,,,12426.54,,12426.54,15.533175,,0,15.533175,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-18 08:01,2007-11-04 08:01,2007-06-18 08:01,2007-11-04 08:01,2007-11-13 08:01,2008-03-15 08:01,Y,fPmiNe8YSx6c9wC+rqSdLg,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-06-18 08:01,2007-11-04 08:01,800,,
76,3010344,12456631,14517,Y,373,,1343,,,91932.04,,91932.04,111.568009708738,,0,111.56800971,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-16 08:00,2007-11-04 17:00,2007-06-16 08:00,2007-11-04 17:00,2007-12-08 08:01,2008-04-12 08:01,Y,n9kwFdZXR+KGLB5BduRWyg,COST_PER_QTY,0.00,0,27,RT_Labor,ST_Rsrc,2007-06-16 08:00,2007-11-04 17:00,824,,
77,3010345,12456669,14517,Y,373,,1341,,,5293.85,,5293.85,4.53240582191781,,0,4.53240582,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-07-19 08:00,2008-02-02 17:00,2007-07-19 08:00,2008-02-02 17:00,2007-09-26 08:01,2008-04-05 08:01,Y,tPUEPx8hSYePkYKBG6o1hQ,COST_PER_QTY,0.00,0,28,RT_Labor,ST_Rsrc,2007-07-19 08:00,2008-02-02 17:00,1168,,
78,3010346,12456670,14517,Y,373,,1351,,,4188,,0,17.45,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-08-12 08:00,2007-09-17 17:00,2007-08-12 08:00,2007-09-17 17:00,2007-11-05 08:01,2007-12-10 08:01,Y,ta0ieUkmRiWzOgzcf9Tc7A,COST_PER_QTY,0.00,0,20,RT_Labor,ST_Rsrc,2007-08-12 08:00,2007-09-17 17:00,240,,
79,3010347,12456671,14517,Y,373,,1351,,,10067,,0,34.95486111,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-07-01 08:00,2007-08-11 17:00,2007-07-01 08:00,2007-08-11 17:00,2007-09-02 08:01,2007-11-05 08:01,Y,9Tsi/lHfTc26L5lDguXTww,COST_PER_QTY,0.00,0,20,RT_Labor,ST_Rsrc,2007-07-01 08:00,2007-08-11 17:00,288,,
80,3010348,12456672,14517,Y,373,,1351,,,94115,,0,163.39409722,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-12-01 08:00,2008-02-27 17:00,2007-12-01 08:00,2008-02-20 17:00,2007-12-11 08:01,2008-03-10 08:01,Y,JPKHtVpNTGWROIup6CSVVQ,COST_PER_QTY,0.00,0,20,RT_Labor,ST_Rsrc,2007-12-01 08:00,2008-02-27 17:00,576,,
81,3010349,12456673,14517,Y,373,,1351,,,109990,,0,190.95486111,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-12-01 08:00,2008-02-27 17:00,2007-12-01 08:00,2008-02-27 17:00,2008-01-19 08:01,2008-04-12 08:01,Y,G4uHSmk+RTKwn7gA+AWEkQ,COST_PER_QTY,0.00,0,20,RT_Labor,ST_Rsrc,2007-12-01 08:00,2008-02-27 17:00,576,,
82,3010350,12456674,14517,Y,373,,1351,,,87346.37,,87346.37,59.338566576087,,0,59.33856658,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-07-01 08:00,2008-02-27 17:00,2007-07-01 08:00,2008-02-27 17:00,2007-08-13 08:01,2008-04-12 08:01,Y,nahcjVNBStCMopQVjuZEHA,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-07-01 08:00,2008-02-27 17:00,1472,,
83,3010351,12456679,14517,Y,373,,1347,,,56770.12,,89693.62,34.6159268292683,,0,36.75968033,0,,32923.5,0,,,0.00,0.00,0.00,0.00,2006-09-04 08:00,,2007-01-27 08:00,2007-10-01 17:00,2006-09-04 08:00,2007-10-01 17:00,2007-03-31 08:01,2007-12-17 08:01,Y,4nhlBUVvRGCZP1/n+YI3Fw,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-10-01 17:00,1640,,
84,3010352,12456700,14517,Y,373,,1342,,,139792.57,,139792.57,150.638545258621,,0,150.63854526,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-05-31 08:00,2007-11-04 17:00,2007-05-31 08:00,2007-11-04 17:00,2007-09-26 08:01,2008-03-01 08:01,Y,dyldnWt9SNOMK/UWFwn8Ww,COST_PER_QTY,0.00,0,26,RT_Labor,ST_Rsrc,2007-05-31 08:00,2007-11-04 17:00,928,,
85,3010353,12456704,14517,Y,373,,1353,,,11502.27,,11502.27,17.1164732142857,,0,17.1164732142857,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-04-05 08:00,2007-07-11 17:00,2007-04-05 08:00,2007-07-11 17:00,2007-07-24 08:01,2007-11-21 08:01,Y,wLRNPgXLT664WiFpRJ8cSw,COST_PER_QTY,0.00,0,25,RT_Labor,ST_Rsrc,2007-04-05 08:00,2007-07-11 17:00,672,,
86,3010354,12456735,14517,Y,373,,1348,,,43346.87,,53574.02,69.4661378205128,,0,85.85580128,0,,10227.15,0,,,0.00,0.00,0.00,0.00,2007-01-31 08:00,,2007-01-27 08:00,2007-04-26 17:00,2007-01-27 08:00,2007-04-26 17:00,2007-08-13 08:01,2007-12-04 08:01,Y,BVnxSgZFQrCAUfX9WXL1/Q,COST_PER_QTY,0.00,0,22,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-04-26 17:00,624,,
87,3010355,12456737,14517,Y,373,,1348,,,113727.38,,126742.97,203.084607142857,,0,105.61914167,0,,13015.59,0,,,0.00,0.00,0.00,0.00,2006-09-24 00:00,,2007-02-04 08:00,2007-04-25 17:00,2006-10-18 08:00,2007-04-25 17:00,2007-08-22 08:01,2007-12-04 08:01,Y,tzyH0TxdR2mXoNI78lAXsQ,COST_PER_QTY,0.00,0,23,RT_Labor,ST_Rsrc,2007-02-04 08:00,2007-04-25 17:00,560,,
88,3010356,12456741,14517,Y,,,1348,,,384,,0,1,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-03-01 08:00,2007-04-25 17:00,2007-03-01 08:00,2007-04-25 17:00,2007-08-20 08:00,2007-11-05 17:00,Y,u8/SXnz2TV2V/aTp6a4nmA,COST_PER_QTY,0.00,0,23,RT_Labor,ST_Rsrc,2007-03-01 08:00,2007-04-25 17:00,384,,
89,3010357,12456749,14517,Y,373,,1340,,,42034.93,,46162.6,23.8834829545455,,0,21.4510223,0,,4127.67,0,,,0.00,0.00,0.00,0.00,2006-11-23 00:00,,2007-01-30 08:00,2007-11-04 17:00,2006-11-27 08:00,2007-11-04 17:00,2007-07-02 08:01,2008-04-12 08:01,Y,AsPjwm1zQQGChu3InHYkWQ,COST_PER_QTY,0.00,0,29,RT_Labor,ST_Rsrc,2007-01-30 08:00,2007-11-04 17:00,1760,,
90,3010358,12456759,14517,Y,373,,1340,,,4519.62,,4519.62,6.41991477272727,,0,6.41991477,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-07-31 08:00,2007-12-02 17:00,2007-07-31 08:00,2007-12-02 17:00,2007-12-31 08:01,2008-04-12 08:01,Y,5bAyIy7FQ5GrWWVgLSoyig,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-07-31 08:00,2007-12-02 17:00,704,,
91,3010359,12456765,14517,Y,373,,1352,,,612,,0,3.1875,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-03-06 08:00,2007-04-02 17:00,2007-03-06 08:00,2007-04-02 17:00,2007-11-06 08:01,2007-12-04 08:01,Y,w22rbFbDQCK+Ke8/hrafYw,COST_PER_QTY,0.00,0,34,RT_Labor,ST_Rsrc,2007-03-06 08:00,2007-04-02 17:00,192,,
92,3010360,12456766,14517,Y,373,,1352,,,32701,,0,56.77256944,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-03-06 08:00,2007-05-28 17:00,2007-03-06 08:00,2007-05-28 17:00,2007-08-20 08:01,2007-12-04 08:01,Y,tjyyY8pRSoOXIsbXZk50DA,COST_PER_QTY,0.00,0,34,RT_Labor,ST_Rsrc,2007-03-06 08:00,2007-05-28 17:00,576,,
93,3010361,12456767,14517,Y,373,,1352,,,345,,0,2.39583333,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-30 08:01,2007-07-21 08:01,2007-06-30 08:01,2007-07-21 08:01,2007-11-13 08:01,2007-12-04 08:01,Y,QJ/S+ewCTq6dSt148L7rjw,COST_PER_QTY,0.00,0,34,RT_Labor,ST_Rsrc,2007-06-30 08:01,2007-07-21 08:01,144,,
94,3010362,12456768,14517,Y,373,,1352,,,131977.22,,135876.02,107.124366883117,,0,47.70899191,0,,3898.8,0,,,0.00,0.00,0.00,0.00,2006-12-11 00:00,,2007-01-27 08:00,2007-07-24 17:00,2006-05-03 08:00,2007-07-21 08:01,2007-05-16 08:01,2007-12-04 08:01,Y,GErxWtT+Q6uz46j16ftJHQ,COST_PER_QTY,0.00,0,34,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-07-24 17:00,1232,,
95,3010363,12456770,14517,Y,373,,1352,,,114950,,0,93.3035714285714,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,2006-12-11 00:00,,2007-01-27 08:00,2007-07-24 17:00,2006-05-03 08:00,2006-12-28 17:00,2007-01-10 08:00,2007-07-08 17:00,Y,NEcdjHqQSbmZWx3BZt2NRg,COST_PER_QTY,0.00,0,34,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-07-24 17:00,1232,,
96,3010364,12456786,14517,Y,373,,1355,,,98675.62,,266219.31,112.131386363636,,0,100.5359932,0,,167543.69,0,,,0.00,0.00,0.00,0.00,2006-04-27 00:00,,2007-01-27 08:00,2007-06-03 17:00,2006-04-30 08:00,2007-06-17 17:00,2007-07-19 08:01,2007-12-17 08:01,Y,Hv4nS//7RxilKsiUzVi2aA,COST_PER_QTY,0.00,0,24,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-06-03 17:00,880,,
97,3010365,12456795,14517,Y,373,,1355,,,4580.1,,4580.1,4.40394230769231,,0,4.40395078,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-03-10 08:00,2007-08-07 17:00,2007-03-10 08:00,2007-08-07 17:00,2007-11-06 08:01,2008-04-12 08:01,Y,bxjA3fTpRByE4pu34JFE1g,COST_PER_QTY,0.00,0,24,RT_Labor,ST_Rsrc,2007-03-10 08:00,2007-08-07 17:00,1040,,
98,3010366,12456797,14517,Y,373,,1351,,,32083,,160414.99,50.7642405063291,,0,74.82042444,0,,128331.99,0,,,0.00,0.00,0.00,0.00,2006-01-15 00:00,,2007-01-27 08:00,2007-04-28 17:00,2006-03-12 08:00,2007-02-14 17:00,2007-02-27 08:00,2007-05-29 17:00,Y,Cyak6+EvTIC95JqJBImW/Q,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-04-28 17:00,632,,
99,3010367,12456836,14517,Y,373,,1348,,,5740.98,,5830.98,11.0403461538462,,0,8.18957865,0,,90,0,,,0.00,0.00,0.00,0.00,2006-12-23 00:00,,2007-01-27 08:00,2007-04-11 17:00,2007-01-06 08:00,2007-04-18 17:00,2007-12-30 08:01,2008-03-15 08:01,Y,/pgriVU6T/m9ADaRmqFhhA,COST_PER_QTY,0.00,0,22,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-04-11 17:00,520,,
100,3010368,12456847,14517,Y,373,,1348,,,141735.74,,198163.93,334.282405660377,,0,152.90426698,0,,56428.19,0,,,0.00,0.00,0.00,0.00,2006-09-22 00:00,,2007-01-27 08:00,2007-03-28 17:00,2006-09-25 08:00,2007-04-28 17:00,2007-11-06 08:00,2008-01-12 17:00,Y,aNQ/VuCnRDmDZoN50cLbSA,COST_PER_QTY,0.00,0,23,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-03-28 17:00,424,,
101,3010369,12456910,14517,Y,373,,1340,,,164239.79,,186248.69,66.0127773311897,,0,57.76944479,0,,22008.9,0,,,0.00,0.00,0.00,0.00,2006-10-11 00:00,,2007-02-19 08:00,2008-03-15 17:00,2006-10-28 08:00,2008-03-15 17:00,2007-03-18 08:01,2008-04-12 08:01,Y,HEWA4IgBSwayeemCMDg4mA,COST_PER_QTY,0.00,0,29,RT_Labor,ST_Rsrc,2007-02-19 08:00,2008-03-15 17:00,2488,,
102,3010370,12456929,14517,Y,373,,1340,,,244538.43,,244538.43,135.854683333333,,0,135.85468333,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-27 08:00,2008-04-12 17:00,2007-06-27 08:00,2008-04-12 17:00,2007-06-26 08:01,2008-04-12 08:01,Y,sh/7YsKvQEuMVZo/B/bx0g,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-06-27 08:00,2008-04-12 17:00,1800,,
103,3010371,12456986,14517,Y,373,,1355,,,87728.82,,263732.66,148.190574324324,,0,113.28722509,0,,176003.84,0,,,0.00,0.00,0.00,0.00,2006-04-20 08:00,,2007-01-27 08:00,2007-04-22 17:00,2006-04-20 08:00,2007-04-22 17:00,2007-10-27 08:00,2008-01-26 17:00,Y,jkyGHoR5T4SkD5vRepWqIw,COST_PER_QTY,0.00,0,24,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-04-22 17:00,592,,
104,3010372,12457031,14517,Y,373,,1343,,,221336.81,,221336.81,136.292537895504,,0,136.2925379,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-25 08:01,2008-03-15 17:00,2007-06-25 08:01,2008-03-15 17:00,2007-07-22 08:02,2008-04-12 08:01,Y,ZyF3nGa3RZuzqnkiweEuiw,COST_PER_QTY,0.00,0,27,RT_Labor,ST_Rsrc,2007-06-25 08:01,2008-03-15 17:00,1623.983,,
105,3010373,12457088,14517,Y,373,,1341,,,70408.85,,70408.85,40.558482704327,,0,40.5584827,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-06-25 08:01,2008-03-31 17:00,2007-06-25 08:01,2008-03-31 17:00,2007-07-05 08:02,2008-04-12 08:01,Y,tdhs097MRBqmQGxWAuF9qA,COST_PER_QTY,0.00,0,28,RT_Labor,ST_Rsrc,2007-06-25 08:01,2008-03-31 17:00,1735.983,,
106,3010374,12457100,14517,Y,,,1351,,,9372.96,,9372.96,11.7162,,0,11.7162,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-12-01 08:00,2008-03-31 17:00,2007-12-01 08:00,2008-03-31 17:00,2007-12-11 08:01,2008-04-12 08:01,Y,bLkZR9lFRaeLyCU2m3oVdA,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-12-01 08:00,2008-03-31 17:00,800,,
107,3010375,12457126,14517,Y,373,,1347,,,328498.17,,333516.57,207.385208333333,,0,210.55339015,0,,5018.4,0,,,0.00,0.00,0.00,0.00,2006-09-20 00:00,,2007-01-27 08:00,2007-09-15 17:00,2007-01-27 08:00,2007-09-15 17:00,2007-07-28 08:01,2008-04-12 08:01,Y,gLGRXqKNQNS/Ua0hNy755w,COST_PER_QTY,0.00,0,33,RT_Labor,ST_Rsrc,2007-01-27 08:00,2007-09-15 17:00,1584,,
108,3010376,12457188,14517,Y,373,,1342,,,766581.79,,766581.79,399.261348958333,,0,399.26134896,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-05-13 08:00,2008-03-15 17:00,2007-05-13 08:00,2008-03-15 17:00,2007-05-12 08:01,2008-03-15 08:01,Y,gJYDnBu+QrWnKcFwvgFJKw,COST_PER_QTY,0.00,0,26,RT_Labor,ST_Rsrc,2007-05-13 08:00,2008-03-15 17:00,1920,,
109,3010377,12457230,14517,Y,373,,1353,,,96137.18,,97055.12,56.6846580188679,,0,57.22589623,0,,917.94,0,,,0.00,0.00,0.00,0.00,2007-02-11 08:00,,2007-02-11 08:00,2007-11-06 17:00,2007-02-11 08:00,2007-11-06 17:00,2007-05-02 08:01,2008-02-02 08:01,Y,1N3eADHVTc2n1y1HAMHflw,COST_PER_QTY,0.00,0,25,RT_Labor,ST_Rsrc,2007-02-11 08:00,2007-11-06 17:00,1696,,
110,3010378,12457251,14517,Y,373,,1355,,,56600.17,,56600.17,72.9383634020618,,0,72.9383634,0,,0,0,,,0.00,0.00,0.00,0.00,,,2007-03-01 08:00,2007-06-21 17:00,2007-03-01 08:00,2007-06-21 17:00,2007-11-24 08:01,2008-03-22 08:01,Y,En4BqybwS+iUByxzBsac0A,COST_PER_QTY,0.00,0,24,RT_Labor,ST_Rsrc,2007-03-01 08:00,2007-06-21 17:00,776,,
111,3010379,12457253,14517,Y,373,,1351,,,0,,0,196.10833333,,0,0,0,,0,0,,,0.00,0.00,0.00,0.00,2006-05-15 08:00,2006-05-31 17:00,,,2006-05-15 08:00,2006-08-01 17:00,,,Y,NE+vfyqGQF2UNGM4fnyWTA,COST_PER_QTY,0.00,0,20,RT_Labor,ST_Rsrc,,,0,,
112,3010380,12457283,14517,Y,,,4591,,,130000,,130000,55.8419243986254,,0,55.8419244,0,,0,0,,,0.00,0.00,0.00,0.00,,,2008-01-06 08:00,2008-10-22 17:00,2008-01-06 08:00,2008-10-22 17:00,2007-11-08 08:01,2008-08-25 08:01,Y,RsaoPFAQQe27961/0di7fg,COST_PER_QTY,0.00,0,31,RT_Labor,ST_Rsrc,2008-01-06 08:00,2008-10-22 17:00,2328,,
