,clndr_id,default_flag,clndr_name,proj_id,base_clndr_id,last_chng_date,clndr_type,day_hr_cnt,week_hr_cnt,month_hr_cnt,year_hr_cnt,clndr_data
24,937,N,MDRAF - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
25,938,N,MH - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
26,939,N,KRQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
27,940,N,MTQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
28,941,N,PAQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
29,942,N,PFT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
30,943,N,PLQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
31,944,N,MMAT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
32,946,N,PNQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
33,947,N,PNT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
34,948,N,QNTY - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
35,949,N,PLST - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
36,950,N,SBQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
37,951,N,SGQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
38,952,N,SHQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
39,953,N,SIQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
40,954,N,RQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
41,956,N,STFIX - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
42,957,N,STQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
43,958,N,THQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
44,959,N,SNQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
45,960,N,TIQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
46,961,N,WDQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
47,962,N,WOQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
48,963,N,WPQT - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
49,964,N,TIL - Cal,,912,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39304)())(0||1(d|39343)())(0||2(d|39350)())(0||3(d|39357)())(0||4(d|39364)())(0||5(d|39367)())(0||6(d|39370)())(0||7(d|39419)())(0||8(d|39435)())(0||9(d|39436)())(0||10(d|39448)())(0||11(d|39456)())(0||12(d|39527)())(0||13(d|39660)())))))
